,asin,product name,ratings,reviews,helpful,date,Unnamed: 6,target,text
333,1524763136,Becoming,1,"

  I waded through the book cover to cover really hoping for something inspirational. the person I got most appreciative of was her mother. Michelle comes across as a person who has yet to find her purpose or live up to the promise. One aspect I did like was that it was a good example of how affirmative action has worked to increase the economic power of the impacted groups. That being said, the fact that she could reference no non-black relationships or influencers in her entire book of relationships was reflective of a growing discomfort I felt in the book. She kept assigning experiences to race while providing data that showed it was more wealth and connections than race as connected wealthy blacks had more privileges than she did. In summary, the book was worrisome. In the times of hidden figures, we can do better than this for a role model. women are now more than defined by the success of the person they married or by the parents they were born to.

",34,2-Jan-19,,n,"

  I waded through the book cover to cover really hoping for something inspirational. the person I got most appreciative of was her mother. Michelle comes across as a person who has yet to find her purpose or live up to the promise. One aspect I did like was that it was a good example of how affirmative action has worked to increase the economic power of the impacted groups. That being said, the fact that she could reference no non-black relationships or influencers in her entire book of relationships was reflective of a growing discomfort I felt in the book. She kept assigning experiences to race while providing data that showed it was more wealth and connections than race as connected wealthy blacks had more privileges than she did. In summary, the book was worrisome. In the times of hidden figures, we can do better than this for a role model. women are now more than defined by the success of the person they married or by the parents they were born to.

"
334,1524763136,Becoming,1,"

  This book is fantastic regardless of political views. Michelle is a true inspiration to all women regardless of age,  color, or race.It really bothers me that those that gave it a bad rating, had nothing better to do with their time and intentionally tried to sabotage the ratings of this great book. Shows how much hate is lingering in their hearts which has nothing to do with this book.I highly recommend.  It lets us in the life of a first lady, who is highly educated and classy, yet still encountered racism while supporting her husband.  Despite all this,  they still remained professional.  It's funny and well written.  Everything that you expect from a brilliant woman like Michelle.

",4,26-Nov-18,,n,"

  This book is fantastic regardless of political views. Michelle is a true inspiration to all women regardless of age,  color, or race.It really bothers me that those that gave it a bad rating, had nothing better to do with their time and intentionally tried to sabotage the ratings of this great book. Shows how much hate is lingering in their hearts which has nothing to do with this book.I highly recommend.  It lets us in the life of a first lady, who is highly educated and classy, yet still encountered racism while supporting her husband.  Despite all this,  they still remained professional.  It's funny and well written.  Everything that you expect from a brilliant woman like Michelle.

"
335,1524763136,Becoming,5,"

  I usually don't read memoirs, but I felt a need to remember when there were intelligent, competent, and compassionate people in the White House.This memoir, written by Michelle herself, is very readable.  It's not even that political, as she focuses on her own life, beginning with her childhood on the South Side of Chicago through her experiences as First Lady.  A few takeaways:- Michelle recognized early on that education was the path to success. She was laser-focused on ""checking the boxes"", as she puts it, striving academically until she achieved degrees from Princeton and Harvard Law. Yet after becoming a successful corporate lawyer, she realized that it wasn't for her and that she needed to do something more meaningful. This led to jobs with Public Allies, the Chicago mayor's office, and the University of Chicago.- She charmingly describes how she met Barack, and their subsequent courtship and marriage. They are obviously deeply in love. (Quite a contrast to trump cheating with porn stars and Melania slapping his hand away in public.)- She admits that she doesn't like politics. She was a reluctant passenger on Barack's political rise, but yet supported and campaigned for him. She mentions some of the criticism she received during the presidential campaigns. Although not a politician herself, her every word and action was scrutinized, and she was criticized for every perceived gaff.-  I enjoyed reading her account of moving into the White House and being overwhelmed by its size and grandeur. We get an insider's view of what it's actually like to live there.  While she acknowledges the privilege, she also discusses the challenges, such as keeping her girls safe while trying to provide them with a ""normal"" childhood, having to live in a Secret Service ""bubble"", not being able to do something as simple as open a window or go on a date with her husband, and relishing anonymous trips to Target or the pet store.-  Although being First Lady is not technically a job, Michelle welcomed the lack of a job description as a freedom to pursue issues that were important to her. The last part of the book details her causes, from the famous White House vegetable garden to working with military families.Throughout her life, Michelle would ask herself, ""Am I good enough?""  Yes, you are.

",0,20-Aug-20,,p,"

  I usually don't read memoirs, but I felt a need to remember when there were intelligent, competent, and compassionate people in the White House.This memoir, written by Michelle herself, is very readable.  It's not even that political, as she focuses on her own life, beginning with her childhood on the South Side of Chicago through her experiences as First Lady.  A few takeaways:- Michelle recognized early on that education was the path to success. She was laser-focused on ""checking the boxes"", as she puts it, striving academically until she achieved degrees from Princeton and Harvard Law. Yet after becoming a successful corporate lawyer, she realized that it wasn't for her and that she needed to do something more meaningful. This led to jobs with Public Allies, the Chicago mayor's office, and the University of Chicago.- She charmingly describes how she met Barack, and their subsequent courtship and marriage. They are obviously deeply in love. (Quite a contrast to trump cheating with porn stars and Melania slapping his hand away in public.)- She admits that she doesn't like politics. She was a reluctant passenger on Barack's political rise, but yet supported and campaigned for him. She mentions some of the criticism she received during the presidential campaigns. Although not a politician herself, her every word and action was scrutinized, and she was criticized for every perceived gaff.-  I enjoyed reading her account of moving into the White House and being overwhelmed by its size and grandeur. We get an insider's view of what it's actually like to live there.  While she acknowledges the privilege, she also discusses the challenges, such as keeping her girls safe while trying to provide them with a ""normal"" childhood, having to live in a Secret Service ""bubble"", not being able to do something as simple as open a window or go on a date with her husband, and relishing anonymous trips to Target or the pet store.-  Although being First Lady is not technically a job, Michelle welcomed the lack of a job description as a freedom to pursue issues that were important to her. The last part of the book details her causes, from the famous White House vegetable garden to working with military families.Throughout her life, Michelle would ask herself, ""Am I good enough?""  Yes, you are.

"
336,1524763136,Becoming,5,"

  Michelle is not just the wife of Barack!  She is so much more than that.  At the moment I am writing this review, I notice that there are 11,946 reviews of this book at Amazon.  I am joining this lengthy list not because I want to convince people to buy and read this book.  As an author, I earn royalties on each book I sell, but I didn’t write this one.  So, I don’t get any money from its sales on Amazon.  I just want to share some of the glimpses that I got into who this author is.  What follows are some of the “Aha!” moments I experienced as I listened to Michelle tell me about her life and the things that really matter.Michelle is bold.  She looked back on her experiences in second grade and called her teacher “incompetent.”  Wow!  That is quite an assertion.  Was she?  I don’t know.  I was not there.  As an educator for twenty years, I saw how students behaved in response to a lack of leadership, a lack of organization, lack of discipline and order.  Chaos, and little/no learning.  I get it.  I have seen this first hand in nearby classrooms working with very poor minority children.  Michelle was fortunate that she had a proactive mother who did something about it by bringing it to the attention of the administration.  Michelle had an advocate as a parent, someone fighting for her.  Cool!Michelle notices things.  She told a story about visiting the Stewarts, friends who moved out to the suburbs, what her brother did (play sports all day), what she did (follow the older girl around), and what happened to their vehicle while it was parked outside (keyed with a sharp object by someone living nearby).  What I noticed in this story, though, is that Michelle recognized the effects that being “light-skinned” could have on an individual.  She didn’t get all preachy or angry or cynical, but merely wove a concept into a story and let the reader notice (or not notice).  In noticed, and I have seen this in the real world.  So, I wonder.  How must a dark-skinned person feel, a black person whose skin is chocolate-brown, seeing how television shows and movies and advertisements showcase light-skinned black people as “beautiful” and “desirable” (and villains often as very dark-skinned actors).  Hmmm.  Something to think about in a world where white people dominate, and black people are valued and trusted if they are “light-skinned.”Michelle asks questions.  She talks about having two white roommates in college, yet not spending much time with them.  Did she hate them, envy them, or just not have a lot in common with them?  I wonder.  And when Michelle shares details of the parents and grandparents of a roommate, and how horrified they were that their white daughter/granddaughter was rooming with a black girl (Michelle), wow!  This is real.  Life.  Being different, feeling different and uncomfortable.  I can’t help but wonder what effect this had on Michelle’s roommate, and if she ever grew to feel more comfortable with being different and with different people.  Have we moved past that?  Do kids have to keep things secret from their racist and ignorant parents?  And worse, are those kids feeling that distrust and angst toward people who have a different skin color or different experiences or are from a different part of the country?  I wonder.Michelle endures.  As she spoke about having to endure the frustrations that a structured and organized person does who lives with a slob (sorry, that’s my word), I saw parallels to my own life and roommates that I have had.  You just have to deal with some things, accepting people as they are and not trying to change them into a clone/copy of you.  Good advice, though I am still working on that.Michelle is perceptive.  When she spoke about her friend that attended a predominately black university (Howard) while she attended one that was predominately white (Princeton), I understood her comment “she didn’t have to feel that everyday drain of being in a deep minority.”  I am the majority almost everywhere I go (except when I donate plasma).  I rarely feel like I don’t belong there.  I fit in.  Being a black girl in a class/room full of whiteness?  I don’t know how that feels.  That was Michelle’s daily life.  And the effects that it had on her, the changes that it made in who she was, how she felt, and how she interacted and reacted to others, is real.  That she is able to see this and talk about it says something about her depth of intelligence and character.Michelle notices.  When she talked about a lack of hope in the black community, with “a cynicism bred from a thousand small disappointments over time,” that woke me up.  It’s some-thing that I haven’t had to deal with in my life.  I can’t under-stand it, because I haven’t lived it.  I haven’t been judged or critiqued or looked at or discriminated against again and again and again, so I don’t know what this means.  I try, but it’s all cerebral.  I lack real-world experience.Michelle is responsible.  When she talked about the days when her father’s health literally crippled him, yet he lived by the mantra that he and Michelle’s mother had taught them, “handle your own business”, I marked that page so that I would remember it.  Handle your own business, and let others handle theirs.  That’s a good way to live life.Michelle connects.  When she talked about the Mary Tyler Moore Show, and how she looked up to this white female character, I wondered who I followed and admired when I was young.  Which characters were independent and funny to me?  So many female characters have been portrayed as finding meaning and happiness as wives or mothers, instead of being individuals and entrepreneurs, explorers and adventurers.  Supporting roles, roles no longer defining women or femaleness in the modern age.  What effect does that have on people?  I wonder how many young girls looked up to Mary Tyler Moore.Michelle is strong.  When she admitted that she and Barack went to counseling, I thought that was smart.  And when she set her own limits and expected Barack to meet the expectations, and moved on whether he did or didn’t, that was good parenting.  I love that she didn’t teach her kids that “life began when the man of the house arrived home.”So, what shocked me?  The cascade of vehicles and support staff that ride along with the President, her husband, whenever he leaves the White House was something I did not know (page 287).  So many people and vehicles and just-in-case emergency response units.  Wow!What made me laugh?  “Yammering.”  “Inexpert critiques.”  “Loud and reckless innuendos.”  Yep, she called out Donald Trump loud and clear, not mincing words.  And, it is true.  By the way, a funny thing that the news media noticed about the sales of her book were how in a week she had passed decades of the sales of Trump’s book.  A week…decades.  Ha!  We all know who won that contest!One of the saddest parts of this book related to her husband.  For the entire time that her husband was President, the opposition party (Republicans) spoke openly and loudly about keeping him from being successful.  The successes that he achieved were successes for Americans, so Republican efforts to minimize and eradicate these successes hurt voters all across this great country.  I am still sad at the intensity to destroy the steps forward that he took to make America a better and kinder country.  It’s just sad!  And when citizens whitewash and ignore all this vitriol and vote for candidates who proclaim that they are going to do even more to destroy Obama’s good work, it saddens me.  Michelle is his wife, his partner, the person he talks to and listens to.  It saddens me that she must endure this hate from the Right.  Her husband was/is a good man.  I hope that her kids avoided this negativity.Finally, I wonder if there is still hope for America.  When I read about how Michelle (and her husband) consoled staff (and the nation) after the election in 2016, letting them know that hope is always alive when it is acted upon by people who want to make the world a better place, I believed her.  One election cannot erase the eight years we just had.  One person cannot ruin America or my life.  I must have hope that the good people of America will elect a thoughtful and kind President again, one who stands up to injustice and who doesn’t tolerate hate and greediness in her/his administration.  Yes, I just said that.  Her.If you are interested in learning something about Michelle, then read the book.  She wrote it (not a ghost-writer).  Read her words, her story.  You’ll find out how Michelle dealt with life’s challenges and uncertainties, and get to know a very good per-son.

",1,8-May-19,,p,"

  Michelle is not just the wife of Barack!  She is so much more than that.  At the moment I am writing this review, I notice that there are 11,946 reviews of this book at Amazon.  I am joining this lengthy list not because I want to convince people to buy and read this book.  As an author, I earn royalties on each book I sell, but I didn’t write this one.  So, I don’t get any money from its sales on Amazon.  I just want to share some of the glimpses that I got into who this author is.  What follows are some of the “Aha!” moments I experienced as I listened to Michelle tell me about her life and the things that really matter.Michelle is bold.  She looked back on her experiences in second grade and called her teacher “incompetent.”  Wow!  That is quite an assertion.  Was she?  I don’t know.  I was not there.  As an educator for twenty years, I saw how students behaved in response to a lack of leadership, a lack of organization, lack of discipline and order.  Chaos, and little/no learning.  I get it.  I have seen this first hand in nearby classrooms working with very poor minority children.  Michelle was fortunate that she had a proactive mother who did something about it by bringing it to the attention of the administration.  Michelle had an advocate as a parent, someone fighting for her.  Cool!Michelle notices things.  She told a story about visiting the Stewarts, friends who moved out to the suburbs, what her brother did (play sports all day), what she did (follow the older girl around), and what happened to their vehicle while it was parked outside (keyed with a sharp object by someone living nearby).  What I noticed in this story, though, is that Michelle recognized the effects that being “light-skinned” could have on an individual.  She didn’t get all preachy or angry or cynical, but merely wove a concept into a story and let the reader notice (or not notice).  In noticed, and I have seen this in the real world.  So, I wonder.  How must a dark-skinned person feel, a black person whose skin is chocolate-brown, seeing how television shows and movies and advertisements showcase light-skinned black people as “beautiful” and “desirable” (and villains often as very dark-skinned actors).  Hmmm.  Something to think about in a world where white people dominate, and black people are valued and trusted if they are “light-skinned.”Michelle asks questions.  She talks about having two white roommates in college, yet not spending much time with them.  Did she hate them, envy them, or just not have a lot in common with them?  I wonder.  And when Michelle shares details of the parents and grandparents of a roommate, and how horrified they were that their white daughter/granddaughter was rooming with a black girl (Michelle), wow!  This is real.  Life.  Being different, feeling different and uncomfortable.  I can’t help but wonder what effect this had on Michelle’s roommate, and if she ever grew to feel more comfortable with being different and with different people.  Have we moved past that?  Do kids have to keep things secret from their racist and ignorant parents?  And worse, are those kids feeling that distrust and angst toward people who have a different skin color or different experiences or are from a different part of the country?  I wonder.Michelle endures.  As she spoke about having to endure the frustrations that a structured and organized person does who lives with a slob (sorry, that’s my word), I saw parallels to my own life and roommates that I have had.  You just have to deal with some things, accepting people as they are and not trying to change them into a clone/copy of you.  Good advice, though I am still working on that.Michelle is perceptive.  When she spoke about her friend that attended a predominately black university (Howard) while she attended one that was predominately white (Princeton), I understood her comment “she didn’t have to feel that everyday drain of being in a deep minority.”  I am the majority almost everywhere I go (except when I donate plasma).  I rarely feel like I don’t belong there.  I fit in.  Being a black girl in a class/room full of whiteness?  I don’t know how that feels.  That was Michelle’s daily life.  And the effects that it had on her, the changes that it made in who she was, how she felt, and how she interacted and reacted to others, is real.  That she is able to see this and talk about it says something about her depth of intelligence and character.Michelle notices.  When she talked about a lack of hope in the black community, with “a cynicism bred from a thousand small disappointments over time,” that woke me up.  It’s some-thing that I haven’t had to deal with in my life.  I can’t under-stand it, because I haven’t lived it.  I haven’t been judged or critiqued or looked at or discriminated against again and again and again, so I don’t know what this means.  I try, but it’s all cerebral.  I lack real-world experience.Michelle is responsible.  When she talked about the days when her father’s health literally crippled him, yet he lived by the mantra that he and Michelle’s mother had taught them, “handle your own business”, I marked that page so that I would remember it.  Handle your own business, and let others handle theirs.  That’s a good way to live life.Michelle connects.  When she talked about the Mary Tyler Moore Show, and how she looked up to this white female character, I wondered who I followed and admired when I was young.  Which characters were independent and funny to me?  So many female characters have been portrayed as finding meaning and happiness as wives or mothers, instead of being individuals and entrepreneurs, explorers and adventurers.  Supporting roles, roles no longer defining women or femaleness in the modern age.  What effect does that have on people?  I wonder how many young girls looked up to Mary Tyler Moore.Michelle is strong.  When she admitted that she and Barack went to counseling, I thought that was smart.  And when she set her own limits and expected Barack to meet the expectations, and moved on whether he did or didn’t, that was good parenting.  I love that she didn’t teach her kids that “life began when the man of the house arrived home.”So, what shocked me?  The cascade of vehicles and support staff that ride along with the President, her husband, whenever he leaves the White House was something I did not know (page 287).  So many people and vehicles and just-in-case emergency response units.  Wow!What made me laugh?  “Yammering.”  “Inexpert critiques.”  “Loud and reckless innuendos.”  Yep, she called out Donald Trump loud and clear, not mincing words.  And, it is true.  By the way, a funny thing that the news media noticed about the sales of her book were how in a week she had passed decades of the sales of Trump’s book.  A week…decades.  Ha!  We all know who won that contest!One of the saddest parts of this book related to her husband.  For the entire time that her husband was President, the opposition party (Republicans) spoke openly and loudly about keeping him from being successful.  The successes that he achieved were successes for Americans, so Republican efforts to minimize and eradicate these successes hurt voters all across this great country.  I am still sad at the intensity to destroy the steps forward that he took to make America a better and kinder country.  It’s just sad!  And when citizens whitewash and ignore all this vitriol and vote for candidates who proclaim that they are going to do even more to destroy Obama’s good work, it saddens me.  Michelle is his wife, his partner, the person he talks to and listens to.  It saddens me that she must endure this hate from the Right.  Her husband was/is a good man.  I hope that her kids avoided this negativity.Finally, I wonder if there is still hope for America.  When I read about how Michelle (and her husband) consoled staff (and the nation) after the election in 2016, letting them know that hope is always alive when it is acted upon by people who want to make the world a better place, I believed her.  One election cannot erase the eight years we just had.  One person cannot ruin America or my life.  I must have hope that the good people of America will elect a thoughtful and kind President again, one who stands up to injustice and who doesn’t tolerate hate and greediness in her/his administration.  Yes, I just said that.  Her.If you are interested in learning something about Michelle, then read the book.  She wrote it (not a ghost-writer).  Read her words, her story.  You’ll find out how Michelle dealt with life’s challenges and uncertainties, and get to know a very good per-son.

"
337,1524763136,Becoming,4,"

  I really love the details of Michelle Obama’s journey as First Lady. My favorite stories of this book was her giving everyone a birds eye view of what it’s like to be FLOTUS and living within the walls of the Whitehouse.

",7,18-Nov-18,,p,"

  I really love the details of Michelle Obama’s journey as First Lady. My favorite stories of this book was her giving everyone a birds eye view of what it’s like to be FLOTUS and living within the walls of the Whitehouse.

"
338,1524763136,Becoming,5,"

  I love the Obamas. And a book by Michelle Obama is everything you expect it to be. She is insightful, thoughtful and honest.

",8,16-Nov-18,,p,"

  I love the Obamas. And a book by Michelle Obama is everything you expect it to be. She is insightful, thoughtful and honest.

"
339,1524763136,Becoming,5,"

  It's all in the eye of the beholder, but I think this is a very enjoyable and uplifting book. I feel like Michelle shared parts of her story we never would have gotten til some presidential biographer wrote their story many years from now.  I won't be around then, so had to get it now.  It does feel good to have had this amazing couple at 1600.I'm keeping this on my Kindle and on my iPad.  When I need a reprieve from our daily trials, I can revisit certain chapters which spoke especially loudly to me.  Michelle, stay strong because we need you and your husband to stay in the fight.

",4,25-Nov-18,,p,"

  It's all in the eye of the beholder, but I think this is a very enjoyable and uplifting book. I feel like Michelle shared parts of her story we never would have gotten til some presidential biographer wrote their story many years from now.  I won't be around then, so had to get it now.  It does feel good to have had this amazing couple at 1600.I'm keeping this on my Kindle and on my iPad.  When I need a reprieve from our daily trials, I can revisit certain chapters which spoke especially loudly to me.  Michelle, stay strong because we need you and your husband to stay in the fight.

"
340,1524763136,Becoming,1,"

  This memoir was the most heartfelt, real and wonderfully written biography I have read in a long time. Mrs. Obama comes across as genuine and opens up honestly about fears, hopes desires and ambitions in her life. It is a biography that is relatable and genuine. I zipped through this book, and even when it ended I wanted more. More of the hope and awesome nature of this wonderful woman, mom and dedicated person. A must read.

",5,24-Nov-18,,n,"

  This memoir was the most heartfelt, real and wonderfully written biography I have read in a long time. Mrs. Obama comes across as genuine and opens up honestly about fears, hopes desires and ambitions in her life. It is a biography that is relatable and genuine. I zipped through this book, and even when it ended I wanted more. More of the hope and awesome nature of this wonderful woman, mom and dedicated person. A must read.

"
341,1524763136,Becoming,1,"

  I began reading it because of things I heard about it. I never realized how much shadowed my life. I am an elderly, white woman. My family was poor,lived on the “wrong side of the tracks”, and grew up in a time women were not encouraged to move ahead. I did go on to eventually go far beyond the expectations of others. In the years I have remaining know I can still make a difference. My mother taught that if you have hope all doors are open. Thank you Michelle Obama for seeing it through your eyes and knowing we are not that different.

",4,26-Dec-18,,n,"

  I began reading it because of things I heard about it. I never realized how much shadowed my life. I am an elderly, white woman. My family was poor,lived on the “wrong side of the tracks”, and grew up in a time women were not encouraged to move ahead. I did go on to eventually go far beyond the expectations of others. In the years I have remaining know I can still make a difference. My mother taught that if you have hope all doors are open. Thank you Michelle Obama for seeing it through your eyes and knowing we are not that different.

"
342,1524763136,Becoming,5,"

  I admit, I am a huge Michelle Obama fan, and I also admit I did not have high hopes for this book.  Having read hundreds of autobiographies, I’m a fairly good judge of which authors are being truthful, real, or just filling pages due to ego or narcissism.  This wasn’t that.  I was caught up from the first page and read this, ultimately, in a weekend.  Mrs. Obama’s excruciatingly truthful and intimate portrayal of a woman, sometimes flawed, surprised me with her candor and I believe, soul-wrenching gut acknowledgement of who she is, and why she is.Mrs. Obama pulls no punches and does not gloss over her early family story, growing up on the south side of Chicago.  I now absolutely know the family, education and circumstances that shaped her personality.  Even though some things came rather easy to her (school, Princeton, early jobs) her sense of never belonging was palpable.The love affair with her beloved Barack reads like a romance novel.  Her subsequent passion for her children is very real.  Her life-long friendships and devotion to extended family and friends served her well through the tribulations of politics, which she endured, sometimes kicking and screaming.I felt I lived in the White House with them.  Her recollections of national triumphs and sad times for our country are well presented, as are anecdotes of presidential family life.  Mrs. Obama’s struggle to put her family first, do the right thing, find her wings, and use her voice to fight for a series of successful platforms made me feel I know her as well as I know my own friends.  My admiration for her was validated after reading this.Having watched her on the world stage for eight+ years and now reading her book, I am convinced what we saw and heard was the real deal—you know, the old adage of “what you see is what you get”.Stay tuned, readers.  I feel we have only seen the tip of her personal iceberg.  I believe her best days are yet to come, and her truthfully fascinating book will give you an extraordinary insight to a brilliant, tough, passionate woman!

",0,28-Jun-20,,p,"

  I admit, I am a huge Michelle Obama fan, and I also admit I did not have high hopes for this book.  Having read hundreds of autobiographies, I’m a fairly good judge of which authors are being truthful, real, or just filling pages due to ego or narcissism.  This wasn’t that.  I was caught up from the first page and read this, ultimately, in a weekend.  Mrs. Obama’s excruciatingly truthful and intimate portrayal of a woman, sometimes flawed, surprised me with her candor and I believe, soul-wrenching gut acknowledgement of who she is, and why she is.Mrs. Obama pulls no punches and does not gloss over her early family story, growing up on the south side of Chicago.  I now absolutely know the family, education and circumstances that shaped her personality.  Even though some things came rather easy to her (school, Princeton, early jobs) her sense of never belonging was palpable.The love affair with her beloved Barack reads like a romance novel.  Her subsequent passion for her children is very real.  Her life-long friendships and devotion to extended family and friends served her well through the tribulations of politics, which she endured, sometimes kicking and screaming.I felt I lived in the White House with them.  Her recollections of national triumphs and sad times for our country are well presented, as are anecdotes of presidential family life.  Mrs. Obama’s struggle to put her family first, do the right thing, find her wings, and use her voice to fight for a series of successful platforms made me feel I know her as well as I know my own friends.  My admiration for her was validated after reading this.Having watched her on the world stage for eight+ years and now reading her book, I am convinced what we saw and heard was the real deal—you know, the old adage of “what you see is what you get”.Stay tuned, readers.  I feel we have only seen the tip of her personal iceberg.  I believe her best days are yet to come, and her truthfully fascinating book will give you an extraordinary insight to a brilliant, tough, passionate woman!

"
343,1524763136,Becoming,5,"

  Growing up in the South Side of Chicago, only blocks away from Michelle 's childhood home, it was so enjoyable reading about places I've known and been to. I work where she worked when she was still there and got a kick out of the picture in the book taken in the hallway below my office.I got so much joy reliving the moments of Barack' s campaign and seeing it from her eyes. How hopeful we all were brought tears to my eyes.Her childhood, thier courtship, marriage, childbirth, admin istratons: Everything just made me happy.

",4,3-Dec-18,,p,"

  Growing up in the South Side of Chicago, only blocks away from Michelle 's childhood home, it was so enjoyable reading about places I've known and been to. I work where she worked when she was still there and got a kick out of the picture in the book taken in the hallway below my office.I got so much joy reliving the moments of Barack' s campaign and seeing it from her eyes. How hopeful we all were brought tears to my eyes.Her childhood, thier courtship, marriage, childbirth, admin istratons: Everything just made me happy.

"
344,1524763136,Becoming,5,"

  I absolutely love reading about Michelle Obama 'Becoming.' Each page solidifies Michelle Obama's place in history, (or rather 'her'story). She made history as the First African American FLOTUS, but to read her story in detail, makes her even more relatable. I admire and respect Michelle Obama!

",7,6-Jan-19,,p,"

  I absolutely love reading about Michelle Obama 'Becoming.' Each page solidifies Michelle Obama's place in history, (or rather 'her'story). She made history as the First African American FLOTUS, but to read her story in detail, makes her even more relatable. I admire and respect Michelle Obama!

"
345,1524763136,Becoming,5,"

  This book is a beautiful memoir of Michelle Obama's life up through leaving the White House.  I'm impressed with her clarity and the depth of her sharing.  I am very fortunate to have a kindle fire with speakers, and was able to purchase the audio version of this book.  To hear Michelle Obama telling me her story, expressing her feelings about the events of her amazing life was absolute bliss (for me).  I had often wondered how this admirable woman had become the confident, informed, classy First Lady I regarded with deep respect as I watched clips of her on television.  I now feel I know her better and have a richer understanding of her discipline, her intelligence, her lower moments and her higher peaks.

",3,27-Dec-18,,p,"

  This book is a beautiful memoir of Michelle Obama's life up through leaving the White House.  I'm impressed with her clarity and the depth of her sharing.  I am very fortunate to have a kindle fire with speakers, and was able to purchase the audio version of this book.  To hear Michelle Obama telling me her story, expressing her feelings about the events of her amazing life was absolute bliss (for me).  I had often wondered how this admirable woman had become the confident, informed, classy First Lady I regarded with deep respect as I watched clips of her on television.  I now feel I know her better and have a richer understanding of her discipline, her intelligence, her lower moments and her higher peaks.

"
346,1524763136,Becoming,5,"

  This piece lacks depth and emotion.  Very disappointing.

",9,1-Feb-19,,p,"

  This piece lacks depth and emotion.  Very disappointing.

"
347,1524763136,Becoming,3,"

  I think I subconsciously read this book slowly because I didn’t want it to end. Now that it has, I miss her voice already. I appreciate the candid insight that Mrs. Obama provided regarding her childhood and her journey through adulthood. A part that really resonated with me was her description of the limited opportunities her family members were extended simply because of their race. This prompted me to examine my own ancestry from a different paradigm. I also appreciated her insightfulness in regards to her career and the challenges of juggling motherhood. Just knowing that she survived it and managed to have it all—even if it wasn’t exactly how she envisioned it happening—resonated with me. This is a book that will stay with me for the rest of my life.

",4,26-Dec-18,,n,"

  I think I subconsciously read this book slowly because I didn’t want it to end. Now that it has, I miss her voice already. I appreciate the candid insight that Mrs. Obama provided regarding her childhood and her journey through adulthood. A part that really resonated with me was her description of the limited opportunities her family members were extended simply because of their race. This prompted me to examine my own ancestry from a different paradigm. I also appreciated her insightfulness in regards to her career and the challenges of juggling motherhood. Just knowing that she survived it and managed to have it all—even if it wasn’t exactly how she envisioned it happening—resonated with me. This is a book that will stay with me for the rest of my life.

"
348,1524763136,Becoming,5,"

  Our former First Lady, Mrs. Obama, has been an enigma for me since arriving on the scene. Someone you think you know in a way, but yet never could know from a distance. She’s the product of life and people and choices and situations, like anyone, but her’s is a story that led to the most powerful role in the land: First Family.So how does a black woman from Chicago end up as First Lady of the US? Who is that person you see on TV, talked about in the news, and both revered and maligned every single day?  She’s always seemed intelligent, well spoken, and interesting. But who is she? She was grace, poise, and beauty in a single package, but how in the world did she end up with POTUS?Without question, this is one of the most enjoyable non-fiction reads I’ve encountered. One of the best autobiographies I’ve taken on. Her prose are engaging, fresh, interesting, and bring you in until you realize it’s been an hour or more and you just cannot put it down.Mrs. Obama is one of the most interesting women I’ve “met” - in that I’ve never met her, yet now know more about her than many I have met in person. Her story is not just interesting, but it blew me away. Her ability to tell a story is not just unique, but gripping, holding your attention with a style of interesting prose. She brings you through her stories as a character in story, then brings the lessons, ideas, and thread full circle in a single chapter, or overall arch of the book.I’m not going to give away any of Mrs. Obama’s stories - she is the far better teller of her own story - but within these pages you’ll discover how her family influenced her, her love of family, how she and the future president met, how they developed as a couple, and how they raised their beautiful daughters. She shares behind-the-scenes stories of history in the making and her front row seat and participation.Without question if you enjoy a good autobiography this is a must-read. If you at all admire Mrs. Obama, read it. If you’re. fan of politics, or women, read it. And frankly, anyone who is interested in intelligent, interesting, and powerful women, this book will show you how one got there, earned her way in, and worked with dignity and poise for everyone because she thought it the right thing to do.

",1,20-Mar-19,,p,"

  Our former First Lady, Mrs. Obama, has been an enigma for me since arriving on the scene. Someone you think you know in a way, but yet never could know from a distance. She’s the product of life and people and choices and situations, like anyone, but her’s is a story that led to the most powerful role in the land: First Family.So how does a black woman from Chicago end up as First Lady of the US? Who is that person you see on TV, talked about in the news, and both revered and maligned every single day?  She’s always seemed intelligent, well spoken, and interesting. But who is she? She was grace, poise, and beauty in a single package, but how in the world did she end up with POTUS?Without question, this is one of the most enjoyable non-fiction reads I’ve encountered. One of the best autobiographies I’ve taken on. Her prose are engaging, fresh, interesting, and bring you in until you realize it’s been an hour or more and you just cannot put it down.Mrs. Obama is one of the most interesting women I’ve “met” - in that I’ve never met her, yet now know more about her than many I have met in person. Her story is not just interesting, but it blew me away. Her ability to tell a story is not just unique, but gripping, holding your attention with a style of interesting prose. She brings you through her stories as a character in story, then brings the lessons, ideas, and thread full circle in a single chapter, or overall arch of the book.I’m not going to give away any of Mrs. Obama’s stories - she is the far better teller of her own story - but within these pages you’ll discover how her family influenced her, her love of family, how she and the future president met, how they developed as a couple, and how they raised their beautiful daughters. She shares behind-the-scenes stories of history in the making and her front row seat and participation.Without question if you enjoy a good autobiography this is a must-read. If you at all admire Mrs. Obama, read it. If you’re. fan of politics, or women, read it. And frankly, anyone who is interested in intelligent, interesting, and powerful women, this book will show you how one got there, earned her way in, and worked with dignity and poise for everyone because she thought it the right thing to do.

"
